#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
uniprotkb:P73150	uniprotkb:P74565	intact:EBI-1609166	intact:EBI-1607997|uniprotkb:Q55351	psi-mi:p73150_syny3(display_long)|uniprotkb:slr1037(locus name)	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621070	author score:A|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0496(bait)	psi-mi:MI:0498(prey)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	interpro:IPR011006(CheY-like)|interpro:IPR001789(Signal transduction response regulator, receiver region)|go:GO:0000160(phosphorelay signal transduction system)|go:GO:0005622(intracellular)	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:oTlua1y73mISF4G7hwyVjbQLXv01111708	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	intact-crc:18C879EBEF822E57|rigid:1fcGYkYSfV53Tho9+oNGgxBRKDg	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P74565	uniprotkb:P73364	intact:EBI-1607997|uniprotkb:Q55351	intact:EBI-1614030	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:p73364_syny3(display_long)|uniprotkb:slr1213(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621074	author score:C|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0498(prey)	psi-mi:MI:0496(bait)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	go:GO:0003700(DNA-binding transcription factor activity)|interpro:IPR011006(CheY-like)|interpro:IPR009057(Homeodomain-like)|interpro:IPR018062|interpro:IPR018060|interpro:IPR001789(Signal transduction response regulator, receiver region)|go:GO:0006351(transcription, DNA-templated)|go:GO:0005622(intracellular)|go:GO:0043565(sequence-specific DNA binding)|go:GO:0000160(phosphorelay signal transduction system)|go:GO:0019172(glyoxalase III activity)|go:GO:0019243(methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione)	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	rogid:MyLRVD/rnCXW9xVsaeyWsjmOUBg1111708	intact-crc:CB44F2A8364D12A1|rigid:mb2WCr3Z06m4DCJNg07HqNrMeAY	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P73378	uniprotkb:P74565	intact:EBI-1607608	intact:EBI-1607997|uniprotkb:Q55351	psi-mi:p73378_syny3(display_long)|uniprotkb:sll1965(locus name)	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621078	author score:A|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0496(bait)	psi-mi:MI:0498(prey)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	interpro:IPR007460(Protein of unknown function DUF497)|interpro:IPR038573	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:qE1xLdT0nRu1lHIbT9pHxu6lIKE1111708	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	intact-crc:2E14230BED20A475|rigid:W0dT7yadze4njQrskg61i0Z2aCI	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P73431	uniprotkb:P74565	intact:EBI-1614085	intact:EBI-1607997|uniprotkb:Q55351	psi-mi:p73431_syny3(display_long)|uniprotkb:rpoE(gene name)|psi-mi:rpoE(display_short)	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621082	author score:A|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0496(bait)	psi-mi:MI:0498(prey)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|go:GO:0006352(DNA-templated transcription, initiation)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR013249(RNA polymerase sigma factor 70, region 4 type 2)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR036388	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:lqyAS2i67kL8tuJT02+zOQcUjx41111708	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	intact-crc:ED9B63ABD765B02F|rigid:CEcn+E3crM8vMD5ylK1mhdPrvUY	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P74565	uniprotkb:P74120	intact:EBI-1607997|uniprotkb:Q55351	intact:EBI-1609605	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:der_syny3(display_long)|uniprotkb:der(gene name)|psi-mi:der(display_short)|uniprotkb:engA(gene name synonym)|uniprotkb:GTP-binding protein EngA(gene name synonym)|uniprotkb:slr1974(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621090	author score:A|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0498(prey)	psi-mi:MI:0496(bait)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	interpro:IPR031166|go:GO:0005525(GTP binding)|interpro:IPR003593(AAA+ ATPase, core)|interpro:IPR016484(GTP-binding, EngA)|interpro:IPR006073(GTP1/OBG)|interpro:IPR015946(K homology-like, alpha/beta)|interpro:IPR005225(Small GTP-binding protein)|go:GO:0042254(ribosome biogenesis)|interpro:IPR027417|interpro:IPR032859	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	rogid:/S17FQBgaI35AqdoYAG7+kwiCiE1111708	intact-crc:4D9D2A0ED484988C|rigid:O1TX565FmBwzBgLZLZCdzefaciY	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P73666	uniprotkb:P74565	intact:EBI-1608018	intact:EBI-1607997|uniprotkb:Q55351	psi-mi:p73666_syny3(display_long)|uniprotkb:rpoD(gene name)|psi-mi:rpoD(display_short)	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621086	author score:C|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0496(bait)	psi-mi:MI:0498(prey)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|go:GO:0006352(DNA-templated transcription, initiation)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|dip:DIP-48811N|interpro:IPR036388	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	-	crc64:D93942CEB50C0D21	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:YnhSCF9bpZWtlM3R+RKxfGZtYPM1111708	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	intact-crc:98CD3F3484822E50|rigid:taUOnoX0Fq3Q4gjHZchZzr1TvO0	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P74595	uniprotkb:P74565	intact:EBI-1610388	intact:EBI-1607997|uniprotkb:Q55351	psi-mi:p74595_syny3(display_long)|uniprotkb:rpoF(gene name)|psi-mi:rpoF(display_short)	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621098	author score:A|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0496(bait)	psi-mi:MI:0498(prey)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|go:GO:0006352(DNA-templated transcription, initiation)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR036388	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:SBWo0sexQb2ZqMvwYngahTaTbs41111708	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	intact-crc:D7946B1BE1C456DD|rigid:dvFjCFidXgWjUj1t3xazUF5MQ+g	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P74565	uniprotkb:Q55693	intact:EBI-1607997|uniprotkb:Q55351	intact:EBI-1621106	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:q55693_syny3(display_long)|uniprotkb:slr0222(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621110	author score:C|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0498(prey)	psi-mi:MI:0496(bait)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	go:GO:0000155(phosphorelay sensor kinase activity)|go:GO:0006355(regulation of transcription, DNA-templated)|interpro:IPR003594(ATP-binding region, ATPase-like)|interpro:IPR011006(CheY-like)|interpro:IPR001610(PAC motif)|interpro:IPR000014(PAS)|interpro:IPR000700(PAS-associated, C-terminal)|interpro:IPR013767(PAS fold)|interpro:IPR004358(Signal transduction histidine kinase-related protein, C-terminal)|interpro:IPR003661(Signal transduction histidine kinase, subgroup 1, dimerisation and phosphoacceptor region)|interpro:IPR005467(Signal transduction histidine kinase, core)|interpro:IPR001789(Signal transduction response regulator, receiver region)|go:GO:0005622(intracellular)|go:GO:0005524(ATP binding)|interpro:IPR035965|interpro:IPR036097|interpro:IPR036890	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	rogid:XDO7gZrsbxAk14P2QQI2my7cCHk1111708	intact-crc:8A4D50E097763925|rigid:OdI8+Fb/Z86qPCrLa1lAWSjGFs4	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P74565	uniprotkb:P74641	intact:EBI-1607997|uniprotkb:Q55351	intact:EBI-1609629	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:y1258_syny3(display_long)|uniprotkb:ssr1258(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621102	author score:A|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0498(prey)	psi-mi:MI:0496(bait)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	interpro:IPR031807|interpro:IPR035069	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	rogid:nFEQTGrmq8EtOthAuBaBpunUEIQ1111708	intact-crc:C55E9EB4BB369B48|rigid:XXtxhFJK70ZVr0yEP01EzuZeBQs	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
uniprotkb:P74565	uniprotkb:Q55917	intact:EBI-1607997|uniprotkb:Q55351	intact:EBI-1611696	psi-mi:siga_syny3(display_long)|uniprotkb:sigA(gene name)|psi-mi:sigA(display_short)|uniprotkb:rpoD(gene name synonym)|uniprotkb:rpoD1(gene name synonym)|uniprotkb:slr0653(locus name)	psi-mi:q55917_syny3(display_long)|uniprotkb:sll0280(locus name)	psi-mi:MI:0018(two hybrid)	Sato et al. (2007)	pubmed:18000013	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	taxid:1111708(syny3)|taxid:1111708(Synechocystis sp. (strain PCC 6803 / Kazusa))	psi-mi:MI:0915(physical association)	psi-mi:MI:0469(IntAct)	intact:EBI-1621114	author score:A|intact-miscore:0.37	-	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0499(unspecified role)	psi-mi:MI:0498(prey)	psi-mi:MI:0496(bait)	psi-mi:MI:0326(protein)	psi-mi:MI:0326(protein)	interpro:IPR028630|go:GO:0003677(DNA binding)|go:GO:0003700(DNA-binding transcription factor activity)|go:GO:0016987(sigma factor activity)|interpro:IPR014284(RNA polymerase sigma-70)|interpro:IPR000943(RNA polymerase sigma-70 factor)|interpro:IPR009042(RNA polymerase sigma-70 region 1.2)|interpro:IPR007627(RNA polymerase sigma-70 region 2)|interpro:IPR007624(RNA polymerase sigma-70 region 3)|interpro:IPR007630(RNA polymerase sigma-70 region 4)|interpro:IPR013325(RNA polymerase sigma factor, region 2)|interpro:IPR013324(RNA polymerase sigma factor, regions 3 and 4)|interpro:IPR012760(RNA polymerase sigma factor RpoD, C-terminal)|interpro:IPR017848(RNA polymerase sigma factor, RpoD-like, cyanobacteria)|go:GO:0006352(DNA-templated transcription, initiation)|go:GO:0005737(cytoplasm)|interpro:IPR036388	-	-	-	-	-	taxid:4932(yeasx)|taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	-	2008/01/14	2014/10/16	rogid:Gf9GSReOJuW7SeOCsKjoGkMd9rI1111708	rogid:ML6Z9iGIDjFqIib58XEC4/Jf81s1111708	intact-crc:9E3D7C0F343DB2F0|rigid:wM2elKfVyd6Xd5MVOimaxWuSLvM	false	-	-	-	-	psi-mi:MI:0078(nucleotide sequence identification)	psi-mi:MI:0078(nucleotide sequence identification)
